"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"2023 May 11","19","5","2023","UP","5","2023","true","Shuttle","-450","2023-05"
"2023 May 11","19","5","2023","UP","6","2023","false","Non_Shuttle","-50","2023-06"
"2023 May 11","19","5","2023","UP","6","2023","false","Shuttle","-300","2023-06"
"2023 May 11","19","5","2023","UP","7","2023","false","Non_Shuttle","25","2023-07"
"2023 May 11","19","5","2023","UP","7","2023","false","Shuttle","-200","2023-07"
"2023 May 11","19","5","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 May 11","19","5","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 May 11","19","5","2023","UP","9","2023","false","Shuttle","-50","2023-09"
"2023 May 18","20","5","2023","BNSF","6","2023","true","Non_Shuttle","50","2023-06"
"2023 May 18","20","5","2023","BNSF","6","2023","true","Shuttle","-262.5","2023-06"
"2023 May 18","20","5","2023","BNSF","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 18","20","5","2023","BNSF","7","2023","false","Shuttle","-200","2023-07"
"2023 May 18","20","5","2023","BNSF","8","2023","false","Shuttle","-250","2023-08"
"2023 May 18","20","5","2023","BNSF","9","2023","false","Shuttle","-187.5","2023-09"
"2023 May 18","20","5","2023","CPKC","6","2023","true","Shuttle","-100","2023-06"
"2023 May 18","20","5","2023","UP","6","2023","true","Non_Shuttle","-87.5","2023-06"
"2023 May 18","20","5","2023","UP","6","2023","true","Shuttle","-200","2023-06"
"2023 May 18","20","5","2023","UP","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 18","20","5","2023","UP","7","2023","false","Shuttle","-200","2023-07"
"2023 May 18","20","5","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 May 18","20","5","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 May 18","20","5","2023","UP","9","2023","false","Shuttle","0","2023-09"
"2023 May 25","21","5","2023","BNSF","6","2023","true","Non_Shuttle","25","2023-06"
"2023 May 25","21","5","2023","BNSF","6","2023","true","Shuttle","-275","2023-06"
"2023 May 25","21","5","2023","BNSF","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 25","21","5","2023","BNSF","7","2023","false","Shuttle","-200","2023-07"
"2023 May 25","21","5","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 May 25","21","5","2023","BNSF","9","2023","false","Shuttle","-175","2023-09"
"2023 May 25","21","5","2023","CPKC","6","2023","true","Shuttle","-100","2023-06"
"2023 May 25","21","5","2023","UP","6","2023","true","Non_Shuttle","-125","2023-06"
"2023 May 25","21","5","2023","UP","6","2023","true","Shuttle","-200","2023-06"
"2023 May 25","21","5","2023","UP","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 25","21","5","2023","UP","7","2023","false","Shuttle","-200","2023-07"
"2023 May 25","21","5","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 May 25","21","5","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 May 25","21","5","2023","UP","9","2023","false","Shuttle","0","2023-09"
"2023 June 01","22","6","2023","BNSF","6","2023","true","Non_Shuttle","18.75","2023-06"
"2023 June 01","22","6","2023","BNSF","6","2023","true","Shuttle","-283.33","2023-06"
"2023 June 01","22","6","2023","BNSF","7","2023","false","Non_Shuttle","25","2023-07"
"2023 June 01","22","6","2023","BNSF","7","2023","false","Shuttle","-271.88","2023-07"
"2023 June 01","22","6","2023","BNSF","8","2023","false","Non_Shuttle","50","2023-08"
"2023 June 01","22","6","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 June 01","22","6","2023","BNSF","9","2023","false","Shuttle","-175","2023-09"
"2023 June 01","22","6","2023","BNSF","10","2023","false","Shuttle","750","2023-10"
"2023 June 01","22","6","2023","CPKC","6","2023","true","Shuttle","-100","2023-06"
"2023 June 01","22","6","2023","CPKC","7","2023","false","Shuttle","-100","2023-07"
"2023 June 01","22","6","2023","UP","6","2023","true","Non_Shuttle","-150","2023-06"
"2023 June 01","22","6","2023","UP","6","2023","true","Shuttle","-358.33","2023-06"
"2023 June 01","22","6","2023","UP","7","2023","false","Non_Shuttle","-12.5","2023-07"
"2023 June 01","22","6","2023","UP","7","2023","false","Shuttle","-225","2023-07"
"2023 June 01","22","6","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 June 01","22","6","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 June 01","22","6","2023","UP","9","2023","false","Shuttle","-100","2023-09"
"2023 June 01","22","6","2023","UP","10","2023","false","Shuttle","575","2023-10"
"2023 June 08","23","6","2023","BNSF","6","2023","true","Non_Shuttle","12.5","2023-06"
"2023 June 08","23","6","2023","BNSF","6","2023","true","Shuttle","-200","2023-06"
"2023 June 08","23","6","2023","BNSF","7","2023","false","Non_Shuttle","25","2023-07"
"2023 June 08","23","6","2023","BNSF","7","2023","false","Shuttle","-250","2023-07"
"2023 June 08","23","6","2023","BNSF","8","2023","false","Non_Shuttle","50","2023-08"
"2023 June 08","23","6","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 June 08","23","6","2023","BNSF","9","2023","false","Shuttle","-150","2023-09"
"2023 June 08","23","6","2023","BNSF","10","2023","false","Shuttle","750","2023-10"
"2023 June 08","23","6","2023","CPKC","6","2023","true","Shuttle","-100","2023-06"
"2023 June 08","23","6","2023","CPKC","7","2023","false","Shuttle","-100","2023-07"
"2023 June 08","23","6","2023","UP","6","2023","true","Shuttle","-400","2023-06"
"2023 June 08","23","6","2023","UP","7","2023","false","Non_Shuttle","-37.5","2023-07"
"2023 June 08","23","6","2023","UP","7","2023","false","Shuttle","-400","2023-07"
"2023 June 08","23","6","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 June 08","23","6","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 June 08","23","6","2023","UP","9","2023","false","Shuttle","-100","2023-09"
"2023 June 08","23","6","2023","UP","10","2023","false","Shuttle","575","2023-10"
"2023 June 15","24","6","2023","BNSF","7","2023","true","Non_Shuttle","37.5","2023-07"
"2023 June 15","24","6","2023","BNSF","7","2023","true","Shuttle","-256.25","2023-07"
"2023 June 15","24","6","2023","BNSF","8","2023","false","Non_Shuttle","37.5","2023-08"
"2023 June 15","24","6","2023","BNSF","8","2023","false","Shuttle","-212.5","2023-08"
"2023 June 15","24","6","2023","BNSF","9","2023","false","Shuttle","-175","2023-09"
"2023 June 15","24","6","2023","BNSF","10","2023","false","Shuttle","750","2023-10"
"2023 June 15","24","6","2023","CPKC","7","2023","true","Shuttle","-100","2023-07"
"2023 June 15","24","6","2023","UP","7","2023","true","Non_Shuttle","-25","2023-07"
"2023 June 15","24","6","2023","UP","7","2023","true","Shuttle","-400","2023-07"
"2023 June 15","24","6","2023","UP","8","2023","false","Non_Shuttle","50","2023-08"
"2023 June 15","24","6","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 June 15","24","6","2023","UP","9","2023","false","Shuttle","-125","2023-09"
"2023 June 15","24","6","2023","UP","10","2023","false","Shuttle","516.67","2023-10"
"2023 June 22","25","6","2023","BNSF","7","2023","true","Non_Shuttle","37.5","2023-07"
"2023 June 22","25","6","2023","BNSF","7","2023","true","Shuttle","-243.75","2023-07"
"2023 June 22","25","6","2023","BNSF","8","2023","false","Non_Shuttle","37.5","2023-08"
"2023 June 22","25","6","2023","BNSF","8","2023","false","Shuttle","-225","2023-08"
"2023 June 22","25","6","2023","BNSF","9","2023","false","Non_Shuttle","50","2023-09"
"2023 June 22","25","6","2023","BNSF","9","2023","false","Shuttle","-150","2023-09"
"2023 June 22","25","6","2023","CPKC","7","2023","true","Shuttle","-100","2023-07"
"2023 June 22","25","6","2023","UP","7","2023","true","Non_Shuttle","-25","2023-07"
"2023 June 22","25","6","2023","UP","7","2023","true","Shuttle","-425","2023-07"
"2023 June 22","25","6","2023","UP","8","2023","false","Non_Shuttle","-50","2023-08"
"2023 June 22","25","6","2023","UP","8","2023","false","Shuttle","-250","2023-08"
"2023 June 22","25","6","2023","UP","9","2023","false","Shuttle","-175","2023-09"
"2023 June 22","25","6","2023","UP","10","2023","false","Shuttle","150","2023-10"
"2023 June 29","26","6","2023","BNSF","7","2023","true","Non_Shuttle","41.666666667","2023-07"
"2023 June 29","26","6","2023","BNSF","7","2023","true","Shuttle","-350","2023-07"
"2023 June 29","26","6","2023","BNSF","8","2023","false","Non_Shuttle","37.5","2023-08"
"2023 June 29","26","6","2023","BNSF","8","2023","false","Shuttle","-325","2023-08"
"2023 June 29","26","6","2023","BNSF","9","2023","false","Non_Shuttle","50","2023-09"
"2023 June 29","26","6","2023","BNSF","9","2023","false","Shuttle","-162.5","2023-09"
"2023 June 29","26","6","2023","CPKC","7","2023","true","Shuttle","-100","2023-07"
"2023 June 29","26","6","2023","UP","7","2023","true","Non_Shuttle","-75","2023-07"
"2023 June 29","26","6","2023","UP","7","2023","true","Shuttle","-375","2023-07"
"2023 June 29","26","6","2023","UP","8","2023","false","Non_Shuttle","-25","2023-08"
"2023 June 29","26","6","2023","UP","8","2023","false","Shuttle","-275","2023-08"
"2023 June 29","26","6","2023","UP","9","2023","false","Non_Shuttle","50","2023-09"
"2023 June 29","26","6","2023","UP","9","2023","false","Shuttle","-175","2023-09"
"2023 June 29","26","6","2023","UP","10","2023","false","Shuttle","100","2023-10"
"2023 July 06","27","7","2023","BNSF","7","2023","true","Non_Shuttle","100","2023-07"
"2023 July 06","27","7","2023","BNSF","7","2023","true","Shuttle","-300","2023-07"
"2023 July 06","27","7","2023","BNSF","8","2023","false","Non_Shuttle","25","2023-08"
"2023 July 06","27","7","2023","BNSF","8","2023","false","Shuttle","-325","2023-08"
"2023 July 06","27","7","2023","BNSF","9","2023","false","Non_Shuttle","50","2023-09"
"2023 July 06","27","7","2023","BNSF","9","2023","false","Shuttle","-162.5","2023-09"
"2023 July 06","27","7","2023","CPKC","7","2023","true","Shuttle","-100","2023-07"
"2023 July 06","27","7","2023","CPKC","8","2023","false","Shuttle","-100","2023-08"
"2023 July 06","27","7","2023","UP","7","2023","true","Non_Shuttle","-100","2023-07"
"2023 July 06","27","7","2023","UP","7","2023","true","Shuttle","-200","2023-07"
"2023 July 06","27","7","2023","UP","8","2023","false","Non_Shuttle","0","2023-08"
"2023 July 06","27","7","2023","UP","8","2023","false","Shuttle","-266.67","2023-08"
"2023 July 06","27","7","2023","UP","9","2023","false","Non_Shuttle","50","2023-09"
"2023 July 06","27","7","2023","UP","9","2023","false","Shuttle","-125","2023-09"
"2023 July 13","28","7","2023","BNSF","7","2023","true","Non_Shuttle","162.5","2023-07"
"2023 July 13","28","7","2023","BNSF","7","2023","true","Shuttle","-100","2023-07"
"2023 July 13","28","7","2023","BNSF","8","2023","false","Non_Shuttle","50","2023-08"
"2023 July 13","28","7","2023","BNSF","8","2023","false","Shuttle","-250","2023-08"
"2023 July 13","28","7","2023","BNSF","9","2023","false","Non_Shuttle","62.5","2023-09"
"2023 July 13","28","7","2023","BNSF","9","2023","false","Shuttle","-141.67","2023-09"
"2023 July 13","28","7","2023","CPKC","7","2023","true","Shuttle","-100","2023-07"
"2023 July 13","28","7","2023","CPKC","8","2023","false","Shuttle","-100","2023-08"
"2023 July 13","28","7","2023","UP","7","2023","true","Non_Shuttle","-12.5","2023-07"
"2023 July 13","28","7","2023","UP","7","2023","true","Shuttle","-18.75","2023-07"
"2023 July 13","28","7","2023","UP","8","2023","false","Non_Shuttle","0","2023-08"
"2023 July 13","28","7","2023","UP","8","2023","false","Shuttle","-237.5","2023-08"
"2023 July 13","28","7","2023","UP","9","2023","false","Non_Shuttle","50","2023-09"
"2023 July 13","28","7","2023","UP","9","2023","false","Shuttle","-100","2023-09"
"2023 July 20","29","7","2023","BNSF","8","2023","true","Non_Shuttle","100","2023-08"
"2023 July 20","29","7","2023","BNSF","8","2023","true","Shuttle","-81.25","2023-08"
"2023 July 20","29","7","2023","BNSF","9","2023","false","Non_Shuttle","200","2023-09"
"2023 July 20","29","7","2023","BNSF","9","2023","false","Shuttle","-28.13","2023-09"
"2023 July 20","29","7","2023","BNSF","10","2023","false","Non_Shuttle","25","2023-10"
"2023 July 20","29","7","2023","BNSF","10","2023","false","Shuttle","-75","2023-10"
"2023 July 20","29","7","2023","CPKC","8","2023","true","Shuttle","-100","2023-08"
"2023 July 20","29","7","2023","CPKC","9","2023","false","Shuttle","-100","2023-09"
"2023 July 20","29","7","2023","UP","8","2023","true","Non_Shuttle","25","2023-08"
"2023 July 20","29","7","2023","UP","8","2023","true","Shuttle","-75","2023-08"
"2023 July 20","29","7","2023","UP","9","2023","false","Non_Shuttle","50","2023-09"
"2023 July 20","29","7","2023","UP","9","2023","false","Shuttle","-200","2023-09"
"2023 July 20","29","7","2023","UP","10","2023","false","Shuttle","75","2023-10"
"2023 July 27","30","7","2023","BNSF","8","2023","true","Non_Shuttle","125","2023-08"
"2023 July 27","30","7","2023","BNSF","8","2023","true","Shuttle","-150","2023-08"
"2023 July 27","30","7","2023","BNSF","9","2023","false","Non_Shuttle","200","2023-09"
"2023 July 27","30","7","2023","BNSF","9","2023","false","Shuttle","195.83","2023-09"
"2023 July 27","30","7","2023","BNSF","10","2023","false","Shuttle","1,025","2023-10"
"2023 July 27","30","7","2023","CPKC","8","2023","true","Shuttle","0","2023-08"
"2023 July 27","30","7","2023","CPKC","9","2023","false","Shuttle","0","2023-09"
"2023 July 27","30","7","2023","CPKC","10","2023","false","Shuttle","200","2023-10"
"2023 July 27","30","7","2023","UP","8","2023","true","Non_Shuttle","75","2023-08"
"2023 July 27","30","7","2023","UP","8","2023","true","Shuttle","-50","2023-08"
"2023 July 27","30","7","2023","UP","9","2023","false","Non_Shuttle","75","2023-09"
"2023 July 27","30","7","2023","UP","9","2023","false","Shuttle","-100","2023-09"
"2023 July 27","30","7","2023","UP","10","2023","false","Shuttle","725","2023-10"
"2023 August 03","31","8","2023","BNSF","8","2023","true","Non_Shuttle","87.5","2023-08"
"2023 August 03","31","8","2023","BNSF","8","2023","true","Shuttle","-50","2023-08"
"2023 August 03","31","8","2023","BNSF","9","2023","false","Non_Shuttle","150","2023-09"
"2023 August 03","31","8","2023","BNSF","9","2023","false","Shuttle","85.42","2023-09"
"2023 August 03","31","8","2023","BNSF","10","2023","false","Shuttle","1,350","2023-10"
"2023 August 03","31","8","2023","BNSF","11","2023","false","Shuttle","650","2023-11"
"2023 August 03","31","8","2023","BNSF","12","2023","false","Shuttle","350","2023-12"
"2023 August 03","31","8","2023","BNSF","1","2024","false","Shuttle","525","2024-01"
"2023 August 03","31","8","2023","CPKC","8","2023","true","Shuttle","-100","2023-08"
"2023 August 03","31","8","2023","CPKC","9","2023","false","Shuttle","-175","2023-09"
"2023 August 03","31","8","2023","CPKC","10","2023","false","Shuttle","400","2023-10"
"2023 August 03","31","8","2023","UP","8","2023","true","Non_Shuttle","300","2023-08"
"2023 August 03","31","8","2023","UP","8","2023","true","Shuttle","-366.67","2023-08"
"2023 August 03","31","8","2023","UP","9","2023","false","Non_Shuttle","225","2023-09"
"2023 August 03","31","8","2023","UP","9","2023","false","Shuttle","-200","2023-09"
"2023 August 03","31","8","2023","UP","10","2023","false","Shuttle","933.33","2023-10"
"2023 August 10","32","8","2023","BNSF","8","2023","true","Non_Shuttle","62.5","2023-08"
"2023 August 10","32","8","2023","BNSF","8","2023","true","Shuttle","-25","2023-08"
"2023 August 10","32","8","2023","BNSF","9","2023","false","Non_Shuttle","150","2023-09"
"2023 August 10","32","8","2023","BNSF","9","2023","false","Shuttle","242.71","2023-09"
"2023 August 10","32","8","2023","BNSF","10","2023","false","Shuttle","1,000","2023-10"
"2023 August 10","32","8","2023","BNSF","11","2023","false","Shuttle","650","2023-11"
"2023 August 10","32","8","2023","BNSF","12","2023","false","Shuttle","350","2023-12"
"2023 August 10","32","8","2023","BNSF","1","2024","false","Shuttle","500","2024-01"
"2023 August 10","32","8","2023","CPKC","8","2023","true","Shuttle","-100","2023-08"
"2023 August 10","32","8","2023","CPKC","9","2023","false","Shuttle","-100","2023-09"
"2023 August 10","32","8","2023","CPKC","10","2023","false","Shuttle","850","2023-10"
"2023 August 10","32","8","2023","UP","8","2023","true","Shuttle","-325","2023-08"
"2023 August 10","32","8","2023","UP","9","2023","false","Non_Shuttle","300","2023-09"
"2023 August 10","32","8","2023","UP","9","2023","false","Shuttle","-150","2023-09"
"2023 August 10","32","8","2023","UP","10","2023","false","Non_Shuttle","100","2023-10"
"2023 August 10","32","8","2023","UP","10","2023","false","Shuttle","1,233.33","2023-10"
