"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"2012 June 14","24","6","2012","UP","6","2012","true","Non_Shuttle","0","2012-06"
"2012 June 14","24","6","2012","UP","6","2012","true","Shuttle","-625","2012-06"
"2012 June 14","24","6","2012","UP","7","2012","false","Non_Shuttle","18","2012-07"
"2012 June 14","24","6","2012","UP","7","2012","false","Shuttle","-600","2012-07"
"2012 June 14","24","6","2012","UP","8","2012","false","Shuttle","-400","2012-08"
"2012 June 14","24","6","2012","UP","9","2012","false","Shuttle","-250","2012-09"
"2012 June 14","24","6","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 June 14","24","6","2012","UP","10","2012","false","Shuttle","325","2012-10"
"2012 June 21","25","6","2012","BNSF","7","2012","true","Non_Shuttle","3","2012-07"
"2012 June 21","25","6","2012","BNSF","9","2012","false","Shuttle","-150","2012-09"
"2012 June 21","25","6","2012","UP","7","2012","true","Non_Shuttle","13","2012-07"
"2012 June 21","25","6","2012","UP","7","2012","true","Shuttle","-525","2012-07"
"2012 June 21","25","6","2012","UP","8","2012","false","Shuttle","-525","2012-08"
"2012 June 21","25","6","2012","UP","9","2012","false","Shuttle","-425","2012-09"
"2012 June 21","25","6","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 June 21","25","6","2012","UP","10","2012","false","Shuttle","288","2012-10"
"2012 June 28","26","6","2012","BNSF","7","2012","true","Non_Shuttle","-5","2012-07"
"2012 June 28","26","6","2012","BNSF","7","2012","true","Shuttle","-275","2012-07"
"2012 June 28","26","6","2012","BNSF","9","2012","false","Shuttle","-200","2012-09"
"2012 June 28","26","6","2012","BNSF","10","2012","false","Shuttle","100","2012-10"
"2012 June 28","26","6","2012","UP","7","2012","true","Non_Shuttle","10","2012-07"
"2012 June 28","26","6","2012","UP","7","2012","true","Shuttle","-438","2012-07"
"2012 June 28","26","6","2012","UP","8","2012","false","Shuttle","-525","2012-08"
"2012 June 28","26","6","2012","UP","9","2012","false","Shuttle","-450","2012-09"
"2012 June 28","26","6","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 June 28","26","6","2012","UP","10","2012","false","Shuttle","300","2012-10"
"2012 July 05","27","7","2012","BNSF","7","2012","true","Non_Shuttle","-13","2012-07"
"2012 July 05","27","7","2012","BNSF","7","2012","true","Shuttle","-254","2012-07"
"2012 July 05","27","7","2012","BNSF","8","2012","false","Shuttle","-413","2012-08"
"2012 July 05","27","7","2012","UP","7","2012","true","Non_Shuttle","0","2012-07"
"2012 July 05","27","7","2012","UP","7","2012","true","Shuttle","-400","2012-07"
"2012 July 05","27","7","2012","UP","8","2012","false","Shuttle","-400","2012-08"
"2012 July 05","27","7","2012","UP","9","2012","false","Shuttle","-300","2012-09"
"2012 July 05","27","7","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 July 05","27","7","2012","UP","10","2012","false","Shuttle","350","2012-10"
"2012 July 12","28","7","2012","BNSF","7","2012","true","Non_Shuttle","25","2012-07"
"2012 July 12","28","7","2012","BNSF","7","2012","true","Shuttle","-113","2012-07"
"2012 July 12","28","7","2012","BNSF","8","2012","false","Non_Shuttle","25","2012-08"
"2012 July 12","28","7","2012","BNSF","8","2012","false","Shuttle","-342","2012-08"
"2012 July 12","28","7","2012","BNSF","9","2012","false","Shuttle","-288","2012-09"
"2012 July 12","28","7","2012","UP","7","2012","true","Non_Shuttle","0","2012-07"
"2012 July 12","28","7","2012","UP","7","2012","true","Shuttle","-350","2012-07"
"2012 July 12","28","7","2012","UP","8","2012","false","Non_Shuttle","15","2012-08"
"2012 July 12","28","7","2012","UP","8","2012","false","Shuttle","-400","2012-08"
"2012 July 12","28","7","2012","UP","9","2012","false","Shuttle","-325","2012-09"
"2012 July 12","28","7","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 July 12","28","7","2012","UP","10","2012","false","Shuttle","125","2012-10"
"2012 July 19","29","7","2012","BNSF","8","2012","true","Non_Shuttle","25","2012-08"
"2012 July 19","29","7","2012","BNSF","8","2012","true","Shuttle","-342","2012-08"
"2012 July 19","29","7","2012","BNSF","9","2012","false","Shuttle","-288","2012-09"
"2012 July 19","29","7","2012","UP","8","2012","true","Non_Shuttle","15","2012-08"
"2012 July 19","29","7","2012","UP","8","2012","true","Shuttle","-400","2012-08"
"2012 July 19","29","7","2012","UP","9","2012","false","Shuttle","-325","2012-09"
"2012 July 19","29","7","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 July 19","29","7","2012","UP","10","2012","false","Shuttle","125","2012-10"
"2012 July 26","30","7","2012","BNSF","8","2012","true","Non_Shuttle","-283","2012-08"
"2012 July 26","30","7","2012","BNSF","8","2012","true","Shuttle","-238","2012-08"
"2012 July 26","30","7","2012","BNSF","9","2012","false","Non_Shuttle","-283","2012-09"
"2012 July 26","30","7","2012","BNSF","9","2012","false","Shuttle","-283","2012-09"
"2012 July 26","30","7","2012","UP","8","2012","true","Non_Shuttle","40","2012-08"
"2012 July 26","30","7","2012","UP","8","2012","true","Shuttle","-325","2012-08"
"2012 July 26","30","7","2012","UP","9","2012","false","Non_Shuttle","40","2012-09"
"2012 July 26","30","7","2012","UP","9","2012","false","Shuttle","-225","2012-09"
"2012 July 26","30","7","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 July 26","30","7","2012","UP","10","2012","false","Shuttle","200","2012-10"
"2012 August 02","31","8","2012","BNSF","8","2012","true","Non_Shuttle","-283","2012-08"
"2012 August 02","31","8","2012","BNSF","8","2012","true","Shuttle","-125","2012-08"
"2012 August 02","31","8","2012","BNSF","9","2012","false","Shuttle","-294","2012-09"
"2012 August 02","31","8","2012","BNSF","10","2012","false","Shuttle","-112","2012-10"
"2012 August 02","31","8","2012","UP","8","2012","true","Non_Shuttle","40","2012-08"
"2012 August 02","31","8","2012","UP","8","2012","true","Shuttle","-225","2012-08"
"2012 August 02","31","8","2012","UP","9","2012","false","Non_Shuttle","40","2012-09"
"2012 August 02","31","8","2012","UP","9","2012","false","Shuttle","-200","2012-09"
"2012 August 02","31","8","2012","UP","10","2012","false","Non_Shuttle","100","2012-10"
"2012 August 02","31","8","2012","UP","10","2012","false","Shuttle","288","2012-10"
"2012 August 09","32","8","2012","BNSF","8","2012","true","Non_Shuttle","-9","2012-08"
"2012 August 09","32","8","2012","BNSF","8","2012","true","Shuttle","-400","2012-08"
"2012 August 09","32","8","2012","BNSF","9","2012","false","Shuttle","-333","2012-09"
"2012 August 09","32","8","2012","UP","8","2012","true","Non_Shuttle","-50","2012-08"
"2012 August 09","32","8","2012","UP","8","2012","true","Shuttle","-300","2012-08"
"2012 August 09","32","8","2012","UP","9","2012","false","Non_Shuttle","15","2012-09"
"2012 August 09","32","8","2012","UP","9","2012","false","Shuttle","-267","2012-09"
"2012 August 09","32","8","2012","UP","10","2012","false","Shuttle","350","2012-10"
"2012 August 16","33","8","2012","BNSF","9","2012","true","Shuttle","-388","2012-09"
"2012 August 16","33","8","2012","UP","9","2012","true","Non_Shuttle","15","2012-09"
"2012 August 16","33","8","2012","UP","9","2012","true","Shuttle","-350","2012-09"
"2012 August 16","33","8","2012","UP","10","2012","false","Shuttle","300","2012-10"
"2012 August 16","33","8","2012","UP","12","2012","false","Shuttle","-100","2012-12"
"2012 August 23","34","8","2012","BNSF","9","2012","true","Non_Shuttle","25","2012-09"
"2012 August 23","34","8","2012","BNSF","9","2012","true","Shuttle","-308","2012-09"
"2012 August 23","34","8","2012","BNSF","10","2012","false","Shuttle","200","2012-10"
"2012 August 23","34","8","2012","UP","9","2012","true","Non_Shuttle","6","2012-09"
"2012 August 23","34","8","2012","UP","9","2012","true","Shuttle","-425","2012-09"
"2012 August 23","34","8","2012","UP","10","2012","false","Shuttle","250","2012-10"
"2012 August 30","35","8","2012","BNSF","9","2012","true","Non_Shuttle","37","2012-09"
"2012 August 30","35","8","2012","BNSF","9","2012","true","Shuttle","-244","2012-09"
"2012 August 30","35","8","2012","UP","9","2012","true","Non_Shuttle","0","2012-09"
"2012 August 30","35","8","2012","UP","9","2012","true","Shuttle","-550","2012-09"
"2012 August 30","35","8","2012","UP","10","2012","false","Shuttle","275","2012-10"
"2012 September 06","36","9","2012","BNSF","9","2012","true","Non_Shuttle","0","2012-09"
"2012 September 06","36","9","2012","BNSF","9","2012","true","Shuttle","0","2012-09"
"2012 September 06","36","9","2012","BNSF","10","2012","false","Non_Shuttle","25","2012-10"
"2012 September 06","36","9","2012","BNSF","10","2012","false","Shuttle","300","2012-10"
"2012 September 06","36","9","2012","UP","9","2012","true","Non_Shuttle","25","2012-09"
"2012 September 06","36","9","2012","UP","9","2012","true","Shuttle","-375","2012-09"
"2012 September 06","36","9","2012","UP","10","2012","false","Non_Shuttle","0","2012-10"
"2012 September 06","36","9","2012","UP","10","2012","false","Shuttle","350","2012-10"
"2012 September 06","36","9","2012","UP","11","2012","false","Shuttle","150","2012-11"
"2012 September 06","36","9","2012","UP","12","2012","false","Shuttle","50","2012-12"
"2012 September 13","37","9","2012","BNSF","9","2012","true","Non_Shuttle","0","2012-09"
"2012 September 13","37","9","2012","BNSF","9","2012","true","Shuttle","500","2012-09"
"2012 September 13","37","9","2012","BNSF","10","2012","false","Non_Shuttle","13","2012-10"
"2012 September 13","37","9","2012","BNSF","10","2012","false","Shuttle","525","2012-10"
"2012 September 13","37","9","2012","BNSF","12","2012","false","Shuttle","-138","2012-12"
"2012 September 13","37","9","2012","UP","9","2012","true","Non_Shuttle","-18","2012-09"
"2012 September 13","37","9","2012","UP","10","2012","false","Non_Shuttle","8","2012-10"
"2012 September 13","37","9","2012","UP","10","2012","false","Shuttle","400","2012-10"
"2012 September 13","37","9","2012","UP","11","2012","false","Shuttle","150","2012-11"
"2012 September 13","37","9","2012","UP","12","2012","false","Shuttle","50","2012-12"
"2012 September 20","38","9","2012","BNSF","10","2012","true","Non_Shuttle","25","2012-10"
"2012 September 20","38","9","2012","BNSF","10","2012","true","Shuttle","458","2012-10"
"2012 September 20","38","9","2012","BNSF","12","2012","false","Shuttle","-100","2012-12"
"2012 September 20","38","9","2012","UP","10","2012","true","Non_Shuttle","9","2012-10"
"2012 September 20","38","9","2012","UP","10","2012","true","Shuttle","313","2012-10"
"2012 September 20","38","9","2012","UP","11","2012","false","Shuttle","-25","2012-11"
"2012 September 20","38","9","2012","UP","12","2012","false","Shuttle","-50","2012-12"
"2012 September 27","39","9","2012","BNSF","10","2012","true","Non_Shuttle","25","2012-10"
"2012 September 27","39","9","2012","BNSF","10","2012","true","Shuttle","454","2012-10"
"2012 September 27","39","9","2012","BNSF","11","2012","false","Non_Shuttle","0","2012-11"
"2012 September 27","39","9","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 September 27","39","9","2012","BNSF","12","2012","false","Shuttle","-175","2012-12"
"2012 September 27","39","9","2012","UP","10","2012","true","Non_Shuttle","9","2012-10"
"2012 September 27","39","9","2012","UP","10","2012","true","Shuttle","125","2012-10"
"2012 September 27","39","9","2012","UP","11","2012","false","Shuttle","-25","2012-11"
"2012 September 27","39","9","2012","UP","12","2012","false","Shuttle","-100","2012-12"
"2012 October 04","40","10","2012","BNSF","10","2012","true","Non_Shuttle","25","2012-10"
"2012 October 04","40","10","2012","BNSF","10","2012","true","Shuttle","317","2012-10"
"2012 October 04","40","10","2012","BNSF","11","2012","false","Non_Shuttle","25","2012-11"
"2012 October 04","40","10","2012","BNSF","11","2012","false","Shuttle","100","2012-11"
"2012 October 04","40","10","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 October 04","40","10","2012","BNSF","12","2012","false","Shuttle","-150","2012-12"
"2012 October 04","40","10","2012","UP","10","2012","true","Non_Shuttle","13","2012-10"
"2012 October 04","40","10","2012","UP","10","2012","true","Shuttle","75","2012-10"
"2012 October 04","40","10","2012","UP","11","2012","false","Shuttle","-50","2012-11"
"2012 October 04","40","10","2012","UP","12","2012","false","Shuttle","-100","2012-12"
"2012 October 11","41","10","2012","BNSF","10","2012","true","Non_Shuttle","0","2012-10"
"2012 October 11","41","10","2012","BNSF","10","2012","true","Shuttle","-50","2012-10"
"2012 October 11","41","10","2012","BNSF","11","2012","false","Non_Shuttle","0","2012-11"
"2012 October 11","41","10","2012","BNSF","11","2012","false","Shuttle","-88","2012-11"
"2012 October 11","41","10","2012","BNSF","12","2012","false","Non_Shuttle","25","2012-12"
"2012 October 11","41","10","2012","BNSF","12","2012","false","Shuttle","-200","2012-12"
"2012 October 11","41","10","2012","UP","10","2012","true","Non_Shuttle","0","2012-10"
"2012 October 11","41","10","2012","UP","10","2012","true","Shuttle","-150","2012-10"
"2012 October 11","41","10","2012","UP","11","2012","false","Non_Shuttle","0","2012-11"
"2012 October 11","41","10","2012","UP","11","2012","false","Shuttle","-150","2012-11"
"2012 October 11","41","10","2012","UP","12","2012","false","Shuttle","-150","2012-12"
"2012 October 18","42","10","2012","BNSF","11","2012","true","Non_Shuttle","0","2012-11"
"2012 October 18","42","10","2012","BNSF","11","2012","true","Shuttle","-113","2012-11"
"2012 October 18","42","10","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 October 18","42","10","2012","UP","11","2012","true","Non_Shuttle","0","2012-11"
"2012 October 18","42","10","2012","UP","11","2012","true","Shuttle","-325","2012-11"
"2012 October 18","42","10","2012","UP","12","2012","false","Shuttle","-250","2012-12"
"2012 October 25","43","10","2012","BNSF","11","2012","true","Non_Shuttle","-11","2012-11"
"2012 October 25","43","10","2012","BNSF","11","2012","true","Shuttle","-175","2012-11"
"2012 October 25","43","10","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 October 25","43","10","2012","BNSF","12","2012","false","Shuttle","-200","2012-12"
"2012 October 25","43","10","2012","UP","11","2012","true","Non_Shuttle","-13","2012-11"
"2012 October 25","43","10","2012","UP","11","2012","true","Shuttle","-250","2012-11"
"2012 October 25","43","10","2012","UP","12","2012","false","Shuttle","-325","2012-12"
"2012 November 01","44","11","2012","BNSF","11","2012","true","Non_Shuttle","0","2012-11"
"2012 November 01","44","11","2012","BNSF","11","2012","true","Shuttle","-158","2012-11"
"2012 November 01","44","11","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 November 01","44","11","2012","BNSF","12","2012","false","Shuttle","-275","2012-12"
"2012 November 01","44","11","2012","UP","11","2012","true","Non_Shuttle","0","2012-11"
"2012 November 01","44","11","2012","UP","11","2012","true","Shuttle","-325","2012-11"
"2012 November 01","44","11","2012","UP","12","2012","false","Shuttle","-300","2012-12"
"2012 November 08","45","11","2012","BNSF","11","2012","true","Non_Shuttle","-11","2012-11"
"2012 November 08","45","11","2012","BNSF","11","2012","true","Shuttle","-213","2012-11"
"2012 November 08","45","11","2012","BNSF","12","2012","false","Non_Shuttle","0","2012-12"
"2012 November 08","45","11","2012","BNSF","12","2012","false","Shuttle","-225","2012-12"
"2012 November 08","45","11","2012","UP","11","2012","true","Non_Shuttle","0","2012-11"
"2012 November 08","45","11","2012","UP","11","2012","true","Shuttle","-275","2012-11"
"2012 November 08","45","11","2012","UP","12","2012","false","Shuttle","-363","2012-12"
"2012 November 08","45","11","2012","UP","1","2013","false","Shuttle","-188","2013-01"
"2012 November 15","46","11","2012","BNSF","12","2012","true","Non_Shuttle","25","2012-12"
"2012 November 15","46","11","2012","BNSF","12","2012","true","Shuttle","-138","2012-12"
"2012 November 15","46","11","2012","UP","12","2012","true","Non_Shuttle","0","2012-12"
"2012 November 15","46","11","2012","UP","12","2012","true","Shuttle","-131","2012-12"
"2012 November 15","46","11","2012","UP","6","2013","false","Shuttle","-125","2013-06"
"2012 November 22","47","11","2012","BNSF","12","2012","true","Non_Shuttle","-25","2012-12"
"2012 November 22","47","11","2012","BNSF","12","2012","true","Shuttle","-188","2012-12"
"2012 November 22","47","11","2012","UP","12","2012","true","Non_Shuttle","0","2012-12"
"2012 November 22","47","11","2012","UP","12","2012","true","Shuttle","-96","2012-12"
"2012 November 22","47","11","2012","UP","1","2013","false","Shuttle","-200","2013-01"
"2012 November 22","47","11","2012","UP","6","2013","false","Shuttle","-125","2013-06"
"2012 November 29","48","11","2012","BNSF","12","2012","true","Non_Shuttle","-25","2012-12"
"2012 November 29","48","11","2012","BNSF","12","2012","true","Shuttle","-221","2012-12"
"2012 November 29","48","11","2012","BNSF","3","2013","false","Shuttle","13","2013-03"
"2012 November 29","48","11","2012","UP","12","2012","true","Non_Shuttle","0","2012-12"
"2012 November 29","48","11","2012","UP","12","2012","true","Shuttle","-125","2012-12"
"2012 November 29","48","11","2012","UP","1","2013","false","Shuttle","-100","2013-01"
"2012 November 29","48","11","2012","UP","3","2013","false","Shuttle","-150","2013-03"
"2012 November 29","48","11","2012","UP","6","2013","false","Shuttle","-100","2013-06"
"2012 December 06","49","12","2012","BNSF","12","2012","true","Shuttle","-225","2012-12"
"2012 December 06","49","12","2012","BNSF","1","2013","false","Non_Shuttle","25","2013-01"
"2012 December 06","49","12","2012","BNSF","1","2013","false","Shuttle","-63","2013-01"
"2012 December 06","49","12","2012","BNSF","4","2013","false","Shuttle","-200","2013-04"
"2012 December 06","49","12","2012","UP","12","2012","true","Non_Shuttle","0","2012-12"
"2012 December 06","49","12","2012","UP","12","2012","true","Shuttle","-113","2012-12"
"2012 December 06","49","12","2012","UP","1","2013","false","Shuttle","-50","2013-01"
"2012 December 06","49","12","2012","UP","2","2013","false","Shuttle","-50","2013-02"
"2012 December 06","49","12","2012","UP","3","2013","false","Shuttle","-100","2013-03"
"2012 December 06","49","12","2012","UP","6","2013","false","Shuttle","-75","2013-06"
"2012 December 13","50","12","2012","BNSF","12","2012","true","Shuttle","-25","2012-12"
"2012 December 13","50","12","2012","BNSF","1","2013","false","Non_Shuttle","13","2013-01"
"2012 December 13","50","12","2012","UP","12","2012","true","Non_Shuttle","0","2012-12"
"2012 December 13","50","12","2012","UP","12","2012","true","Shuttle","75","2012-12"
"2012 December 13","50","12","2012","UP","1","2013","false","Shuttle","81","2013-01"
"2012 December 13","50","12","2012","UP","2","2013","false","Shuttle","0","2013-02"
"2012 December 13","50","12","2012","UP","3","2013","false","Shuttle","-25","2013-03"
"2012 December 13","50","12","2012","UP","6","2013","false","Shuttle","-100","2013-06"
"2012 December 20","51","12","2012","BNSF","1","2013","true","Non_Shuttle","25","2013-01"
"2012 December 20","51","12","2012","BNSF","1","2013","true","Shuttle","13","2013-01"
"2012 December 20","51","12","2012","UP","1","2013","true","Non_Shuttle","0","2013-01"
"2012 December 20","51","12","2012","UP","1","2013","true","Shuttle","63","2013-01"
"2012 December 20","51","12","2012","UP","2","2013","false","Shuttle","25","2013-02"
"2012 December 20","51","12","2012","UP","3","2013","false","Shuttle","0","2013-03"
"2012 December 27","52","12","2012","BNSF","1","2013","true","Non_Shuttle","25","2013-01"
"2012 December 27","52","12","2012","BNSF","1","2013","true","Shuttle","46","2013-01"
"2012 December 27","52","12","2012","BNSF","2","2013","false","Shuttle","-100","2013-02"
"2012 December 27","52","12","2012","BNSF","3","2013","false","Shuttle","-100","2013-03"
"2012 December 27","52","12","2012","UP","1","2013","true","Non_Shuttle","0","2013-01"
"2012 December 27","52","12","2012","UP","1","2013","true","Shuttle","75","2013-01"
"2012 December 27","52","12","2012","UP","2","2013","false","Shuttle","25","2013-02"
"2012 December 27","52","12","2012","UP","3","2013","false","Shuttle","0","2013-03"
"2013 January 03","53","1","2013","BNSF","1","2013","true","Non_Shuttle","25","2013-01"
"2013 January 03","53","1","2013","BNSF","1","2013","true","Shuttle","-71","2013-01"
"2013 January 03","53","1","2013","UP","1","2013","true","Non_Shuttle","0","2013-01"
"2013 January 03","53","1","2013","UP","1","2013","true","Shuttle","75","2013-01"
"2013 January 03","53","1","2013","UP","2","2013","false","Shuttle","0","2013-02"
"2013 January 03","53","1","2013","UP","3","2013","false","Shuttle","0","2013-03"
"2013 January 10","1","1","2013","BNSF","1","2013","true","Non_Shuttle","25","2013-01"
"2013 January 10","1","1","2013","BNSF","1","2013","true","Shuttle","-100","2013-01"
"2013 January 10","1","1","2013","UP","1","2013","true","Non_Shuttle","0","2013-01"
"2013 January 10","1","1","2013","UP","1","2013","true","Shuttle","-25","2013-01"
"2013 January 10","1","1","2013","UP","2","2013","false","Shuttle","0","2013-02"
"2013 January 10","1","1","2013","UP","3","2013","false","Shuttle","0","2013-03"
"2013 January 17","2","1","2013","BNSF","2","2013","true","Shuttle","-58","2013-02"
"2013 January 17","2","1","2013","UP","2","2013","true","Shuttle","-106","2013-02"
"2013 January 17","2","1","2013","UP","3","2013","false","Shuttle","-75","2013-03"
"2013 January 17","2","1","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 January 24","3","1","2013","BNSF","2","2013","true","Shuttle","-92","2013-02"
"2013 January 24","3","1","2013","UP","2","2013","true","Non_Shuttle","10","2013-02"
"2013 January 24","3","1","2013","UP","2","2013","true","Shuttle","-138","2013-02"
"2013 January 24","3","1","2013","UP","3","2013","false","Shuttle","-100","2013-03"
"2013 January 24","3","1","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 January 31","4","1","2013","BNSF","2","2013","true","Non_Shuttle","-13","2013-02"
"2013 January 31","4","1","2013","BNSF","2","2013","true","Shuttle","-54","2013-02"
"2013 January 31","4","1","2013","UP","2","2013","true","Non_Shuttle","0","2013-02"
"2013 January 31","4","1","2013","UP","2","2013","true","Shuttle","-100","2013-02"
"2013 January 31","4","1","2013","UP","3","2013","false","Non_Shuttle","0","2013-03"
"2013 January 31","4","1","2013","UP","3","2013","false","Shuttle","-175","2013-03"
"2013 January 31","4","1","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 February 07","5","2","2013","BNSF","2","2013","true","Non_Shuttle","-13","2013-02"
"2013 February 07","5","2","2013","BNSF","2","2013","true","Shuttle","83","2013-02"
"2013 February 07","5","2","2013","BNSF","3","2013","false","Shuttle","-75","2013-03"
"2013 February 07","5","2","2013","UP","2","2013","true","Non_Shuttle","13","2013-02"
"2013 February 07","5","2","2013","UP","2","2013","true","Shuttle","-13","2013-02"
"2013 February 07","5","2","2013","UP","3","2013","false","Non_Shuttle","13","2013-03"
"2013 February 07","5","2","2013","UP","3","2013","false","Shuttle","-50","2013-03"
"2013 February 07","5","2","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 February 14","6","2","2013","BNSF","2","2013","true","Non_Shuttle","0","2013-02"
"2013 February 14","6","2","2013","BNSF","2","2013","true","Shuttle","242","2013-02"
"2013 February 14","6","2","2013","BNSF","3","2013","false","Shuttle","125","2013-03"
"2013 February 14","6","2","2013","BNSF","4","2013","false","Shuttle","-113","2013-04"
"2013 February 14","6","2","2013","UP","2","2013","true","Non_Shuttle","0","2013-02"
"2013 February 14","6","2","2013","UP","2","2013","true","Shuttle","100","2013-02"
"2013 February 14","6","2","2013","UP","3","2013","false","Non_Shuttle","5","2013-03"
"2013 February 14","6","2","2013","UP","3","2013","false","Shuttle","-50","2013-03"
"2013 February 14","6","2","2013","UP","4","2013","false","Shuttle","-200","2013-04"
"2013 February 14","6","2","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 February 21","7","2","2013","BNSF","3","2013","true","Non_Shuttle","-50","2013-03"
"2013 February 21","7","2","2013","BNSF","3","2013","true","Shuttle","-25","2013-03"
"2013 February 21","7","2","2013","BNSF","7","2013","false","Shuttle","-125","2013-07"
"2013 February 21","7","2","2013","BNSF","8","2013","false","Shuttle","-125","2013-08"
"2013 February 21","7","2","2013","BNSF","9","2013","false","Shuttle","-50","2013-09"
"2013 February 21","7","2","2013","UP","3","2013","true","Non_Shuttle","-5","2013-03"
"2013 February 21","7","2","2013","UP","3","2013","true","Shuttle","-104","2013-03"
"2013 February 21","7","2","2013","UP","4","2013","false","Shuttle","-150","2013-04"
"2013 February 21","7","2","2013","UP","5","2013","false","Shuttle","-150","2013-05"
"2013 February 21","7","2","2013","UP","8","2013","false","Shuttle","-50","2013-08"
"2013 February 21","7","2","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 February 28","8","2","2013","BNSF","3","2013","true","Non_Shuttle","-25","2013-03"
"2013 February 28","8","2","2013","BNSF","3","2013","true","Shuttle","-11","2013-03"
"2013 February 28","8","2","2013","UP","3","2013","true","Non_Shuttle","-5","2013-03"
"2013 February 28","8","2","2013","UP","3","2013","true","Shuttle","-100","2013-03"
"2013 February 28","8","2","2013","UP","4","2013","false","Shuttle","-138","2013-04"
"2013 February 28","8","2","2013","UP","5","2013","false","Shuttle","-150","2013-05"
"2013 February 28","8","2","2013","UP","8","2013","false","Shuttle","-100","2013-08"
"2013 February 28","8","2","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 March 07","9","3","2013","BNSF","3","2013","true","Non_Shuttle","-13","2013-03"
"2013 March 07","9","3","2013","BNSF","3","2013","true","Shuttle","-25","2013-03"
"2013 March 07","9","3","2013","BNSF","4","2013","false","Non_Shuttle","0","2013-04"
"2013 March 07","9","3","2013","BNSF","9","2013","false","Shuttle","0","2013-09"
"2013 March 07","9","3","2013","UP","3","2013","true","Non_Shuttle","0","2013-03"
"2013 March 07","9","3","2013","UP","3","2013","true","Shuttle","-38","2013-03"
"2013 March 07","9","3","2013","UP","4","2013","false","Shuttle","-138","2013-04"
"2013 March 07","9","3","2013","UP","5","2013","false","Shuttle","-150","2013-05"
"2013 March 07","9","3","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 March 07","9","3","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 March 14","10","3","2013","BNSF","3","2013","true","Non_Shuttle","-25","2013-03"
"2013 March 14","10","3","2013","BNSF","3","2013","true","Shuttle","44","2013-03"
"2013 March 14","10","3","2013","BNSF","4","2013","false","Shuttle","-38","2013-04"
"2013 March 14","10","3","2013","UP","3","2013","true","Non_Shuttle","0","2013-03"
"2013 March 14","10","3","2013","UP","3","2013","true","Shuttle","-38","2013-03"
"2013 March 14","10","3","2013","UP","4","2013","false","Shuttle","-138","2013-04"
"2013 March 14","10","3","2013","UP","5","2013","false","Shuttle","-125","2013-05"
"2013 March 14","10","3","2013","UP","8","2013","false","Shuttle","-100","2013-08"
"2013 March 14","10","3","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 March 21","11","3","2013","BNSF","4","2013","true","Non_Shuttle","0","2013-04"
"2013 March 21","11","3","2013","BNSF","4","2013","true","Shuttle","-92","2013-04"
"2013 March 21","11","3","2013","BNSF","5","2013","false","Non_Shuttle","0","2013-05"
"2013 March 21","11","3","2013","BNSF","10","2013","false","Shuttle","550","2013-10"
"2013 March 21","11","3","2013","UP","4","2013","true","Shuttle","-150","2013-04"
"2013 March 21","11","3","2013","UP","5","2013","false","Shuttle","-158","2013-05"
"2013 March 21","11","3","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 March 21","11","3","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 March 28","12","3","2013","BNSF","4","2013","true","Non_Shuttle","-10","2013-04"
"2013 March 28","12","3","2013","BNSF","4","2013","true","Shuttle","-125","2013-04"
"2013 March 28","12","3","2013","BNSF","5","2013","false","Non_Shuttle","0","2013-05"
"2013 March 28","12","3","2013","BNSF","5","2013","false","Shuttle","-213","2013-05"
"2013 March 28","12","3","2013","BNSF","9","2013","false","Shuttle","-38","2013-09"
"2013 March 28","12","3","2013","UP","4","2013","true","Non_Shuttle","0","2013-04"
"2013 March 28","12","3","2013","UP","4","2013","true","Shuttle","-175","2013-04"
"2013 March 28","12","3","2013","UP","5","2013","false","Shuttle","-200","2013-05"
"2013 March 28","12","3","2013","UP","8","2013","false","Shuttle","-150","2013-08"
